0,성수2가1동,FILE,Dhino,2023-11-06 15:45:06.917931,성수2가1동에 대한 설명,"[성수2가1동, '지역', '수도권']"
1,성수2가3동,FILE,Admin,2023-11-06 15:45:06.917931,성수2가3동에 대한 설명,"[성수2가3동, '지역', '수도권']"
2,왕십리도선동,FILE,SY,2023-11-06 15:45:06.917931,왕십리도선동에 대한 설명,"[왕십리도선동, '지역', '수도권']"
3,길음1동,FILE,YS,2023-11-06 15:45:06.917931,길음1동에 대한 설명,"[길음1동, '지역', '수도권']"
4,삼선동,FILE,JH,2023-11-06 15:45:06.917931,삼선동에 대한 설명,"[삼선동, '지역', '수도권']"
5,월곡1동,FILE,JY,2023-11-06 15:45:06.917931,월곡1동에 대한 설명,"[월곡1동, '지역', '수도권']"
6,정릉1동,FILE,SY,2023-11-06 15:45:06.917931,정릉1동에 대한 설명,"[정릉1동, '지역', '수도권']"
7,정릉2동,FILE,Santiago,2023-11-06 15:45:06.917931,정릉2동에 대한 설명,"[정릉2동, '지역', '수도권']"
8,가락1동,FILE,YS,2023-11-06 15:45:06.917931,가락1동에 대한 설명,"[가락1동, '지역', '수도권']"
9,마천2동,FILE,Royd,2023-11-06 15:45:06.917931,마천2동에 대한 설명,"[마천2동, '지역', '수도권']"
10,문정1동,FILE,Santiago,2023-11-06 15:45:06.917931,문정1동에 대한 설명,"[문정1동, '지역', '수도권']"
11,석촌동,FILE,Gasfard,2023-11-06 15:45:06.917931,석촌동에 대한 설명,"[석촌동, '지역', '수도권']"
12,위례동,FILE,Santiago,2023-11-06 15:45:06.917931,위례동에 대한 설명,"[위례동, '지역', '수도권']"
13,잠실6동,FILE,YS,2023-11-06 15:45:06.917931,잠실6동에 대한 설명,"[잠실6동, '지역', '수도권']"
14,잠실7동,FILE,JH,2023-11-06 15:45:06.917931,잠실7동에 대한 설명,"[잠실7동, '지역', '수도권']"
15,매탄3동,FILE,YS,2023-11-06 15:45:06.917931,매탄3동에 대한 설명,"[매탄3동, '지역', '수도권']"
16,신현동,FILE,Santiago,2023-11-06 15:45:06.917931,신현동에 대한 설명,"[신현동, '지역', '수도권']"
17,연성동,FILE,Santiago,2023-11-06 15:45:06.917931,연성동에 대한 설명,"[연성동, '지역', '수도권']"
18,일동,FILE,Admin,2023-11-06 15:45:06.917931,일동에 대한 설명,"[일동, '지역', '수도권']"
19,갈산동,FILE,Dhino,2023-11-06 15:45:06.917931,갈산동에 대한 설명,"[갈산동, '지역', '수도권']"
20,관양1동,FILE,Admin,2023-11-06 15:45:06.917931,관양1동에 대한 설명,"[관양1동, '지역', '수도권']"
21,석수1동,FILE,Dhino,2023-11-06 15:45:06.917931,석수1동에 대한 설명,"[석수1동, '지역', '수도권']"
22,석수2동,FILE,JY,2023-11-06 15:45:06.917931,석수2동에 대한 설명,"[석수2동, '지역', '수도권']"
23,회천1동,FILE,JH,2023-11-06 15:45:06.917931,회천1동에 대한 설명,"[회천1동, '지역', '수도권']"
24,회천2동,FILE,SY,2023-11-06 15:45:06.917931,회천2동에 대한 설명,"[회천2동, '지역', '수도권']"
25,목1동,FILE,Santiago,2023-11-06 15:45:06.917931,목1동에 대한 설명,"[목1동, '지역', '수도권']"
26,목2동,FILE,Charlie,2023-11-06 15:45:06.917931,목2동에 대한 설명,"[목2동, '지역', '수도권']"
27,목4동,FILE,Pel,2023-11-06 15:45:06.917931,목4동에 대한 설명,"[목4동, '지역', '수도권']"
28,신월1동,FILE,SY,2023-11-06 15:45:06.917931,신월1동에 대한 설명,"[신월1동, '지역', '수도권']"
29,신월4동,FILE,Pierre,2023-11-06 15:45:06.917931,신월4동에 대한 설명,"[신월4동, '지역', '수도권']"
30,신월5동,FILE,MS,2023-11-06 15:45:06.917931,신월5동에 대한 설명,"[신월5동, '지역', '수도권']"
31,신정1동,FILE,JY,2023-11-06 15:45:06.917931,신정1동에 대한 설명,"[신정1동, '지역', '수도권']"
32,신정4동,FILE,Dhino,2023-11-06 15:45:06.917931,신정4동에 대한 설명,"[신정4동, '지역', '수도권']"
33,옥천면,FILE,YS,2023-11-06 15:45:06.917931,옥천면에 대한 설명,"[옥천면, '지역', '수도권']"
34,용문면,FILE,Gasfard,2023-11-06 15:45:06.917931,용문면에 대한 설명,"[용문면, '지역', '수도권']"
35,옥련2동,FILE,Royd,2023-11-06 15:45:06.917931,옥련2동에 대한 설명,"[옥련2동, '지역', '수도권']"
36,당산1동,FILE,JH,2023-11-06 15:45:06.917931,당산1동에 대한 설명,"[당산1동, '지역', '수도권']"
37,대림1동,FILE,Santiago,2023-11-06 15:45:06.917931,대림1동에 대한 설명,"[대림1동, '지역', '수도권']"
38,대림2동,FILE,JY,2023-11-06 15:45:06.917931,대림2동에 대한 설명,"[대림2동, '지역', '수도권']"
39,신길1동,FILE,YS,2023-11-06 15:45:06.917931,신길1동에 대한 설명,"[신길1동, '지역', '수도권']"
40,신길6동,FILE,Royd,2023-11-06 15:45:06.917931,신길6동에 대한 설명,"[신길6동, '지역', '수도권']"
41,신길7동,FILE,Dhino,2023-11-06 15:45:06.917931,신길7동에 대한 설명,"[신길7동, '지역', '수도권']"
42,여의동,FILE,Pierre,2023-11-06 15:45:06.917931,여의동에 대한 설명,"[여의동, '지역', '수도권']"
43,남영동,FILE,Pel,2023-11-06 15:45:06.917931,남영동에 대한 설명,"[남영동, '지역', '수도권']"
44,서빙고동,FILE,YS,2023-11-06 15:45:06.917931,서빙고동에 대한 설명,"[서빙고동, '지역', '수도권']"
45,용산2가동,FILE,Santiago,2023-11-06 15:45:06.917931,용산2가동에 대한 설명,"[용산2가동, '지역', '수도권']"
46,원효로2동,FILE,MS,2023-11-06 15:45:06.917931,원효로2동에 대한 설명,"[원효로2동, '지역', '수도권']"
47,이태원1동,FILE,MS,2023-11-06 15:45:06.917931,이태원1동에 대한 설명,"[이태원1동, '지역', '수도권']"
48,한강로동,FILE,JH,2023-11-06 15:45:06.917931,한강로동에 대한 설명,"[한강로동, '지역', '수도권']"
49,효창동,FILE,Pierre,2023-11-06 15:45:06.917931,효창동에 대한 설명,"[효창동, '지역', '수도권']"
50,상하동,FILE,Pel,2023-11-06 15:45:06.917931,상하동에 대한 설명,"[상하동, '지역', '수도권']"
51,신갈동,FILE,YS,2023-11-06 15:45:06.917931,신갈동에 대한 설명,"[신갈동, '지역', '수도권']"
52,풍덕천2동,FILE,Santiago,2023-11-06 15:45:06.917931,풍덕천2동에 대한 설명,"[풍덕천2동, '지역', '수도권']"
53,역삼동,FILE,JH,2023-11-06 15:45:06.917931,역삼동에 대한 설명,"[역삼동, '지역', '수도권']"
54,구산동,FILE,Admin,2023-11-06 15:45:06.917931,구산동에 대한 설명,"[구산동, '지역', '수도권']"
55,녹번동,FILE,SY,2023-11-06 15:45:06.917931,녹번동에 대한 설명,"[녹번동, '지역', '수도권']"
56,수색동,FILE,YS,2023-11-06 15:45:06.917931,수색동에 대한 설명,"[수색동, '지역', '수도권']"
57,응암2동,FILE,Pel,2023-11-06 15:45:06.917931,응암2동에 대한 설명,"[응암2동, '지역', '수도권']"
58,녹양동,FILE,Santiago,2023-11-06 15:45:06.917931,녹양동에 대한 설명,"[녹양동, '지역', '수도권']"
59,호원1동,FILE,Dhino,2023-11-06 15:45:06.917931,호원1동에 대한 설명,"[호원1동, '지역', '수도권']"
60,사직동,FILE,Admin,2023-11-06 15:45:06.917931,사직동에 대한 설명,"[사직동, '지역', '수도권']"
61,종로1.2.3.4가동,FILE,Dhino,2023-11-06 15:45:06.917931,종로1.2.3.4가동에 대한 설명,"[종로1.2.3.4가동, '지역', '수도권']"
62,청운효자동,FILE,SY,2023-11-06 15:45:06.917931,청운효자동에 대한 설명,"[청운효자동, '지역', '수도권']"
63,동화동,FILE,Royd,2023-11-06 15:45:06.917931,동화동에 대한 설명,"[동화동, '지역', '수도권']"
64,신당동,FILE,Santiago,2023-11-06 15:45:06.917931,신당동에 대한 설명,"[신당동, '지역', '수도권']"
65,장충동,FILE,MS,2023-11-06 15:45:06.917931,장충동에 대한 설명,"[장충동, '지역', '수도권']"
66,망우3동,FILE,JH,2023-11-06 15:45:06.917931,망우3동에 대한 설명,"[망우3동, '지역', '수도권']"
67,망우본동,FILE,Admin,2023-11-06 15:45:06.917931,망우본동에 대한 설명,"[망우본동, '지역', '수도권']"
68,면목5동,FILE,Pierre,2023-11-06 15:45:06.917931,면목5동에 대한 설명,"[면목5동, '지역', '수도권']"
69,면목7동,FILE,MS,2023-11-06 15:45:06.917931,면목7동에 대한 설명,"[면목7동, '지역', '수도권']"
70,상봉2동,FILE,Dhino,2023-11-06 15:45:06.917931,상봉2동에 대한 설명,"[상봉2동, '지역', '수도권']"
71,신내1동,FILE,Charlie,2023-11-06 15:45:06.917931,신내1동에 대한 설명,"[신내1동, '지역', '수도권']"
72,금촌2동,FILE,Dhino,2023-11-06 15:45:06.917931,금촌2동에 대한 설명,"[금촌2동, '지역', '수도권']"
73,문산읍,FILE,MS,2023-11-06 15:45:06.917931,문산읍에 대한 설명,"[문산읍, '지역', '수도권']"
74,금곡동,FILE,Pierre,2023-11-06 15:45:06.917931,금곡동에 대한 설명,"[금곡동, '지역', '수도권']"
75,백현동,FILE,Pel,2023-11-06 15:45:06.917931,백현동에 대한 설명,"[백현동, '지역', '수도권']"
76,이매1동,FILE,Charlie,2023-11-06 15:45:06.917931,이매1동에 대한 설명,"[이매1동, '지역', '수도권']"
77,수진2동,FILE,Royd,2023-11-06 15:45:06.917931,수진2동에 대한 설명,"[수진2동, '지역', '수도권']"
78,시흥동,FILE,Royd,2023-11-06 15:45:06.917931,시흥동에 대한 설명,"[시흥동, '지역', '수도권']"
79,신촌동,FILE,Dhino,2023-11-06 15:45:06.917931,신촌동에 대한 설명,"[신촌동, '지역', '수도권']"
80,상대원1동,FILE,SY,2023-11-06 15:45:06.917931,상대원1동에 대한 설명,"[상대원1동, '지역', '수도권']"
81,상대원2동,FILE,Santiago,2023-11-06 15:45:06.917931,상대원2동에 대한 설명,"[상대원2동, '지역', '수도권']"
82,마장동,FILE,JY,2023-11-06 15:45:06.917931,마장동에 대한 설명,"[마장동, '지역', '수도권']"
83,용답동,FILE,MS,2023-11-06 15:45:06.917931,용답동에 대한 설명,"[용답동, '지역', '수도권']"
84,월곡2동,FILE,Dhino,2023-11-06 15:45:06.917931,월곡2동에 대한 설명,"[월곡2동, '지역', '수도권']"
85,가락2동,FILE,JH,2023-11-06 15:45:06.917931,가락2동에 대한 설명,"[가락2동, '지역', '수도권']"
86,잠실2동,FILE,Royd,2023-11-06 15:45:06.917931,잠실2동에 대한 설명,"[잠실2동, '지역', '수도권']"
87,율천동,FILE,Admin,2023-11-06 15:45:06.917931,율천동에 대한 설명,"[율천동, '지역', '수도권']"
88,정왕본동,FILE,Dhino,2023-11-06 15:45:06.917931,정왕본동에 대한 설명,"[정왕본동, '지역', '수도권']"
89,관양2동,FILE,MS,2023-11-06 15:45:06.917931,관양2동에 대한 설명,"[관양2동, '지역', '수도권']"
90,목3동,FILE,Gasfard,2023-11-06 15:45:06.917931,목3동에 대한 설명,"[목3동, '지역', '수도권']"
91,신월2동,FILE,Pel,2023-11-06 15:45:06.917931,신월2동에 대한 설명,"[신월2동, '지역', '수도권']"
92,신정2동,FILE,Dhino,2023-11-06 15:45:06.917931,신정2동에 대한 설명,"[신정2동, '지역', '수도권']"
93,신정6동,FILE,MS,2023-11-06 15:45:06.917931,신정6동에 대한 설명,"[신정6동, '지역', '수도권']"
94,지평면,FILE,Pel,2023-11-06 15:45:06.917931,지평면에 대한 설명,"[지평면, '지역', '수도권']"
95,능서면,FILE,JY,2023-11-06 15:45:06.917931,능서면에 대한 설명,"[능서면, '지역', '수도권']"
96,대림3동,FILE,Pierre,2023-11-06 15:45:06.917931,대림3동에 대한 설명,"[대림3동, '지역', '수도권']"
97,영등포동,FILE,Santiago,2023-11-06 15:45:06.917931,영등포동에 대한 설명,"[영등포동, '지역', '수도권']"
98,보광동,FILE,JY,2023-11-06 15:45:06.917931,보광동에 대한 설명,"[보광동, '지역', '수도권']"
99,이촌1동,FILE,Gasfard,2023-11-06 15:45:06.917931,이촌1동에 대한 설명,"[이촌1동, '지역', '수도권']"
100,이태원2동,FILE,Admin,2023-11-06 15:45:06.917931,이태원2동에 대한 설명,"[이태원2동, '지역', '수도권']"
101,후암동,FILE,SY,2023-11-06 15:45:06.917931,후암동에 대한 설명,"[후암동, '지역', '수도권']"
102,유림동,FILE,Santiago,2023-11-06 15:45:06.917931,유림동에 대한 설명,"[유림동, '지역', '수도권']"
103,송산1동,FILE,Charlie,2023-11-06 15:45:06.917931,송산1동에 대한 설명,"[송산1동, '지역', '수도권']"
104,신포동,FILE,Santiago,2023-11-06 15:45:06.917931,신포동에 대한 설명,"[신포동, '지역', '수도권']"
105,약수동,FILE,Dhino,2023-11-06 15:45:06.917931,약수동에 대한 설명,"[약수동, '지역', '수도권']"
106,중림동,FILE,Admin,2023-11-06 15:45:06.917931,중림동에 대한 설명,"[중림동, '지역', '수도권']"
107,덕풍3동,FILE,SY,2023-11-06 15:45:06.917931,덕풍3동에 대한 설명,"[덕풍3동, '지역', '수도권']"
108,신흥1동,FILE,JH,2023-11-06 15:45:06.917931,신흥1동에 대한 설명,"[신흥1동, '지역', '수도권']"
109,신흥2동,FILE,JH,2023-11-06 15:45:06.917931,신흥2동에 대한 설명,"[신흥2동, '지역', '수도권']"
110,상대원3동,FILE,YS,2023-11-06 15:45:06.917931,상대원3동에 대한 설명,"[상대원3동, '지역', '수도권']"
111,성남동,FILE,JY,2023-11-06 15:45:06.917931,성남동에 대한 설명,"[성남동, '지역', '수도권']"
112,사근동,FILE,JH,2023-11-06 15:45:06.917931,사근동에 대한 설명,"[사근동, '지역', '수도권']"
113,길음2동,FILE,JH,2023-11-06 15:45:06.917931,길음2동에 대한 설명,"[길음2동, '지역', '수도권']"
114,문정2동,FILE,Santiago,2023-11-06 15:45:06.917931,문정2동에 대한 설명,"[문정2동, '지역', '수도권']"
115,송파1동,FILE,Pel,2023-11-06 15:45:06.917931,송파1동에 대한 설명,"[송파1동, '지역', '수도권']"
116,안양1동,FILE,Pel,2023-11-06 15:45:06.917931,안양1동에 대한 설명,"[안양1동, '지역', '수도권']"
117,목5동,FILE,Royd,2023-11-06 15:45:06.917931,목5동에 대한 설명,"[목5동, '지역', '수도권']"
118,신월6동,FILE,Pel,2023-11-06 15:45:06.917931,신월6동에 대한 설명,"[신월6동, '지역', '수도권']"
119,중앙동,FILE,Gasfard,2023-11-06 15:45:06.917931,중앙동에 대한 설명,"[중앙동, '지역', '수도권']"
120,용문동,FILE,MS,2023-11-06 15:45:06.917931,용문동에 대한 설명,"[용문동, '지역', '수도권']"
121,원효로1동,FILE,JH,2023-11-06 15:45:06.917931,원효로1동에 대한 설명,"[원효로1동, '지역', '수도권']"
122,동천동,FILE,Royd,2023-11-06 15:45:06.917931,동천동에 대한 설명,"[동천동, '지역', '수도권']"
123,신사1동,FILE,MS,2023-11-06 15:45:06.917931,신사1동에 대한 설명,"[신사1동, '지역', '수도권']"
124,응암3동,FILE,MS,2023-11-06 15:45:06.917931,응암3동에 대한 설명,"[응암3동, '지역', '수도권']"
125,송산2동,FILE,Dhino,2023-11-06 15:45:06.917931,송산2동에 대한 설명,"[송산2동, '지역', '수도권']"
126,호원2동,FILE,Pel,2023-11-06 15:45:06.917931,호원2동에 대한 설명,"[호원2동, '지역', '수도권']"
127,삼청동,FILE,Dhino,2023-11-06 15:45:06.917931,삼청동에 대한 설명,"[삼청동, '지역', '수도권']"
128,명동,FILE,JH,2023-11-06 15:45:06.917931,명동에 대한 설명,"[명동, '지역', '수도권']"
129,면목본동,FILE,YS,2023-11-06 15:45:06.917931,면목본동에 대한 설명,"[면목본동, '지역', '수도권']"
130,운정1동,FILE,Dhino,2023-11-06 15:45:06.917931,운정1동에 대한 설명,"[운정1동, '지역', '수도권']"
131,신장1동,FILE,MS,2023-11-06 15:45:06.917931,신장1동에 대한 설명,"[신장1동, '지역', '수도권']"
132,정자2동,FILE,Pel,2023-11-06 15:45:06.917931,정자2동에 대한 설명,"[정자2동, '지역', '수도권']"
133,정자3동,FILE,JH,2023-11-06 15:45:06.917931,정자3동에 대한 설명,"[정자3동, '지역', '수도권']"
134,정릉3동,FILE,YS,2023-11-06 15:45:06.917931,정릉3동에 대한 설명,"[정릉3동, '지역', '수도권']"
135,잠실본동,FILE,Pel,2023-11-06 15:45:06.917931,잠실본동에 대한 설명,"[잠실본동, '지역', '수도권']"
136,매교동,FILE,YS,2023-11-06 15:45:06.917931,매교동에 대한 설명,"[매교동, '지역', '수도권']"
137,선부3동,FILE,JH,2023-11-06 15:45:06.917931,선부3동에 대한 설명,"[선부3동, '지역', '수도권']"
138,신월3동,FILE,Gasfard,2023-11-06 15:45:06.917931,신월3동에 대한 설명,"[신월3동, '지역', '수도권']"
139,신정3동,FILE,Pel,2023-11-06 15:45:06.917931,신정3동에 대한 설명,"[신정3동, '지역', '수도권']"
140,신정7동,FILE,Gasfard,2023-11-06 15:45:06.917931,신정7동에 대한 설명,"[신정7동, '지역', '수도권']"
141,동춘2동,FILE,Dhino,2023-11-06 15:45:06.917931,동춘2동에 대한 설명,"[동춘2동, '지역', '수도권']"
142,신길3동,FILE,Pierre,2023-11-06 15:45:06.917931,신길3동에 대한 설명,"[신길3동, '지역', '수도권']"
143,이촌2동,FILE,Pierre,2023-11-06 15:45:06.917931,이촌2동에 대한 설명,"[이촌2동, '지역', '수도권']"
144,한남동,FILE,Pierre,2023-11-06 15:45:06.917931,한남동에 대한 설명,"[한남동, '지역', '수도권']"
145,구갈동,FILE,Royd,2023-11-06 15:45:06.917931,구갈동에 대한 설명,"[구갈동, '지역', '수도권']"
146,포곡읍,FILE,JH,2023-11-06 15:45:06.917931,포곡읍에 대한 설명,"[포곡읍, '지역', '수도권']"
147,갈현1동,FILE,Gasfard,2023-11-06 15:45:06.917931,갈현1동에 대한 설명,"[갈현1동, '지역', '수도권']"
148,대조동,FILE,Charlie,2023-11-06 15:45:06.917931,대조동에 대한 설명,"[대조동, '지역', '수도권']"
149,신곡1동,FILE,Gasfard,2023-11-06 15:45:06.917931,신곡1동에 대한 설명,"[신곡1동, '지역', '수도권']"
150,부발읍,FILE,JH,2023-11-06 15:45:06.917931,부발읍에 대한 설명,"[부발읍, '지역', '수도권']"
151,평창동,FILE,JH,2023-11-06 15:45:06.917931,평창동에 대한 설명,"[평창동, '지역', '수도권']"
152,청구동,FILE,Pel,2023-11-06 15:45:06.917931,청구동에 대한 설명,"[청구동, '지역', '수도권']"
153,양재1동,FILE,YS,2023-11-06 15:45:06.917931,양재1동에 대한 설명,"[양재1동, '지역', '수도권']"
154,양재2동,FILE,Pierre,2023-11-06 15:45:06.917931,양재2동에 대한 설명,"[양재2동, '지역', '수도권']"
155,고등동,FILE,Pel,2023-11-06 15:45:06.917931,고등동에 대한 설명,"[고등동, '지역', '수도권']"
156,석관동,FILE,Charlie,2023-11-06 15:45:06.917931,석관동에 대한 설명,"[석관동, '지역', '수도권']"
157,매산동,FILE,MS,2023-11-06 15:45:06.917931,매산동에 대한 설명,"[매산동, '지역', '수도권']"
158,신월7동,FILE,Royd,2023-11-06 15:45:06.917931,신월7동에 대한 설명,"[신월7동, '지역', '수도권']"
159,동춘3동,FILE,JY,2023-11-06 15:45:06.917931,동춘3동에 대한 설명,"[동춘3동, '지역', '수도권']"
160,양평1동,FILE,SY,2023-11-06 15:45:06.917931,양평1동에 대한 설명,"[양평1동, '지역', '수도권']"
161,청파동,FILE,Pel,2023-11-06 15:45:06.917931,청파동에 대한 설명,"[청파동, '지역', '수도권']"
162,상현1동,FILE,Santiago,2023-11-06 15:45:06.917931,상현1동에 대한 설명,"[상현1동, '지역', '수도권']"
163,증산동,FILE,JH,2023-11-06 15:45:06.917931,증산동에 대한 설명,"[증산동, '지역', '수도권']"
164,신둔면,FILE,Pel,2023-11-06 15:45:06.917931,신둔면에 대한 설명,"[신둔면, '지역', '수도권']"
165,종로5.6가동,FILE,Admin,2023-11-06 15:45:06.917931,종로5.6가동에 대한 설명,"[종로5.6가동, '지역', '수도권']"
166,필동,FILE,Pierre,2023-11-06 15:45:06.917931,필동에 대한 설명,"[필동, '지역', '수도권']"
167,면목2동,FILE,Gasfard,2023-11-06 15:45:06.917931,면목2동에 대한 설명,"[면목2동, '지역', '수도권']"
168,신내2동,FILE,MS,2023-11-06 15:45:06.917931,신내2동에 대한 설명,"[신내2동, '지역', '수도권']"
169,운정2동,FILE,JH,2023-11-06 15:45:06.917931,운정2동에 대한 설명,"[운정2동, '지역', '수도권']"
170,운정3동,FILE,Dhino,2023-11-06 15:45:06.917931,운정3동에 대한 설명,"[운정3동, '지역', '수도권']"
171,분당동,FILE,Gasfard,2023-11-06 15:45:06.917931,분당동에 대한 설명,"[분당동, '지역', '수도권']"
172,서현1동,FILE,Pierre,2023-11-06 15:45:06.917931,서현1동에 대한 설명,"[서현1동, '지역', '수도권']"
